scenario_id,credit_pd_cutoff,fraud_threshold,stablecoin_threshold,approval_rate,review_rate,decline_rate,approved_exposure,expected_credit_loss,expected_fraud_loss,stablecoin_risk_exposure,total_expected_loss,loss_rate,manual_review_volume,blocked_transaction_rate,model_risk_flag,model_risk_warnings
pd0.06_fraud0.60_stable0.65_base,0.06,0.6,0.65,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,2485.1787709180708,299703.529170047,1103725.1298193575,0.019544653124873714,2124,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 406%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.06_fraud0.60_stable0.75_base,0.06,0.6,0.75,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,2485.1787709180708,207445.0679058722,1011466.6685551826,0.019544653124873714,2124,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 406%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.06_fraud0.60_stable0.85_base,0.06,0.6,0.85,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,2485.1787709180708,161749.24661176317,965770.8472610736,0.019544653124873714,2124,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 406%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.06_fraud0.70_stable0.40_base,0.06,0.7,0.4,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,5744.082154725523,700726.4214502613,1508006.9254833793,0.019544653124873714,1369,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 226%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.06_fraud0.70_stable0.65_base,0.06,0.7,0.65,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,5744.082154725523,299703.529170047,1106984.033203165,0.019544653124873714,1369,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 226%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.06_fraud0.70_stable0.75_base,0.06,0.7,0.75,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,5744.082154725523,207445.0679058722,1014725.5719389901,0.019544653124873714,1369,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 226%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.06_fraud0.70_stable0.85_base,0.06,0.7,0.85,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,5744.082154725523,161749.24661176317,969029.7506448812,0.019544653124873714,1369,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 226%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.06_fraud0.80_stable0.40_base,0.06,0.8,0.4,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,9693.715441046386,700726.4214502613,1511956.5587697001,0.019544653124873714,1080,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 157%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.06_fraud0.80_stable0.65_base,0.06,0.8,0.65,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,9693.715441046386,299703.529170047,1110933.666489486,0.019544653124873714,1080,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 157%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.06_fraud0.80_stable0.75_base,0.06,0.8,0.75,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,9693.715441046386,207445.0679058722,1018675.205225311,0.019544653124873714,1080,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 157%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.06_fraud0.80_stable0.85_base,0.06,0.8,0.85,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,9693.715441046386,161749.24661176317,972979.383931202,0.019544653124873714,1080,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 157%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.08_fraud0.35_stable0.40_base,0.08,0.35,0.4,0.8976923076923077,0.0,0.10230769230769231,41010521.74,801536.4218783925,431.5415247399251,700726.4214502613,1502694.3848533938,0.019544653124873714,3641,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 767%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.08_fraud0.35_stable0.65_base,0.08,0.35,0.65,0.8976923076923077,0.0,0.10230769230769231,41010521.74,801536.4218783925,431.5415247399251,299703.529170047,1101671.4925731793,0.019544653124873714,3641,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 767%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.08_fraud0.35_stable0.75_base,0.08,0.35,0.75,0.8976923076923077,0.0,0.10230769230769231,41010521.74,801536.4218783925,431.5415247399251,207445.0679058722,1009413.0313090046,0.019544653124873714,3641,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 767%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.08_fraud0.35_stable0.85_base,0.08,0.35,0.85,0.8976923076923077,0.0,0.10230769230769231,41010521.74,801536.4218783925,431.5415247399251,161749.24661176317,963717.2100148955,0.019544653124873714,3641,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 767%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.08_fraud0.50_stable0.40_base,0.08,0.5,0.4,0.8976923076923077,0.0,0.10230769230769231,41010521.74,801536.4218783925,1264.8509110893515,700726.4214502613,1503527.694239743,0.019544653124873714,2015,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 380%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.08_fraud0.50_stable0.65_base,0.08,0.5,0.65,0.8976923076923077,0.0,0.10230769230769231,41010521.74,801536.4218783925,1264.8509110893515,299703.529170047,1102504.8019595288,0.019544653124873714,2015,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 380%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.08_fraud0.50_stable0.75_base,0.08,0.5,0.75,0.8976923076923077,0.0,0.10230769230769231,41010521.74,801536.4218783925,1264.8509110893515,207445.0679058722,1010246.3406953539,0.019544653124873714,2015,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 380%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.08_fraud0.50_stable0.85_base,0.08,0.5,0.85,0.8976923076923077,0.0,0.10230769230769231,41010521.74,801536.4218783925,1264.8509110893515,161749.24661176317,964550.5194012449,0.019544653124873714,2015,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 380%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.08_fraud0.60_stable0.40_base,0.08,0.6,0.4,0.8976923076923077,0.0,0.10230769230769231,41010521.74,801536.4218783925,2485.1787709180708,700726.4214502613,1504748.0220995718,0.019544653124873714,1067,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 154%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.08_fraud0.60_stable0.65_base,0.08,0.6,0.65,0.8976923076923077,0.0,0.10230769230769231,41010521.74,801536.4218783925,2485.1787709180708,299703.529170047,1103725.1298193575,0.019544653124873714,1067,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 154%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.08_fraud0.60_stable0.75_base,0.08,0.6,0.75,0.8976923076923077,0.0,0.10230769230769231,41010521.74,801536.4218783925,2485.1787709180708,207445.0679058722,1011466.6685551826,0.019544653124873714,1067,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 154%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.08_fraud0.60_stable0.85_base,0.08,0.6,0.85,0.8976923076923077,0.0,0.10230769230769231,41010521.74,801536.4218783925,2485.1787709180708,161749.24661176317,965770.8472610736,0.019544653124873714,1067,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 154%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.08_fraud0.70_stable0.40_base,0.08,0.7,0.4,0.8976923076923077,0.0,0.10230769230769231,41010521.74,801536.4218783925,5744.082154725523,700726.4214502613,1508006.9254833793,0.019544653124873714,312,0.0031944444444444446,Monitor,"['Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.08_fraud0.70_stable0.65_base,0.08,0.7,0.65,0.8976923076923077,0.0,0.10230769230769231,41010521.74,801536.4218783925,5744.082154725523,299703.529170047,1106984.033203165,0.019544653124873714,312,0.0031944444444444446,Monitor,"['Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.08_fraud0.70_stable0.75_base,0.08,0.7,0.75,0.8976923076923077,0.0,0.10230769230769231,41010521.74,801536.4218783925,5744.082154725523,207445.0679058722,1014725.5719389901,0.019544653124873714,312,0.0031944444444444446,Monitor,"['Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.08_fraud0.70_stable0.85_base,0.08,0.7,0.85,0.8976923076923077,0.0,0.10230769230769231,41010521.74,801536.4218783925,5744.082154725523,161749.24661176317,969029.7506448812,0.019544653124873714,312,0.0031944444444444446,Monitor,"['Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.08_fraud0.80_stable0.40_base,0.08,0.8,0.4,0.8976923076923077,0.0,0.10230769230769231,41010521.74,801536.4218783925,9693.715441046386,700726.4214502613,1511956.5587697001,0.019544653124873714,23,0.0031944444444444446,Monitor,"['Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.08_fraud0.80_stable0.65_base,0.08,0.8,0.65,0.8976923076923077,0.0,0.10230769230769231,41010521.74,801536.4218783925,9693.715441046386,299703.529170047,1110933.666489486,0.019544653124873714,23,0.0031944444444444446,Monitor,"['Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.08_fraud0.80_stable0.75_base,0.08,0.8,0.75,0.8976923076923077,0.0,0.10230769230769231,41010521.74,801536.4218783925,9693.715441046386,207445.0679058722,1018675.205225311,0.019544653124873714,23,0.0031944444444444446,Monitor,"['Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.08_fraud0.80_stable0.85_base,0.08,0.8,0.85,0.8976923076923077,0.0,0.10230769230769231,41010521.74,801536.4218783925,9693.715441046386,161749.24661176317,972979.383931202,0.019544653124873714,23,0.0031944444444444446,Monitor,"['Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.10_fraud0.35_stable0.40_base,0.1,0.35,0.4,0.8976923076923077,0.10230769230769231,0.0,46258417.269999996,1225752.4953264743,431.5415247399251,700726.4214502613,1926910.4583014755,0.026497934163463317,3907,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 830%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.10_fraud0.35_stable0.65_base,0.1,0.35,0.65,0.8976923076923077,0.10230769230769231,0.0,46258417.269999996,1225752.4953264743,431.5415247399251,299703.529170047,1525887.5660212613,0.026497934163463317,3907,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 830%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.10_fraud0.35_stable0.75_base,0.1,0.35,0.75,0.8976923076923077,0.10230769230769231,0.0,46258417.269999996,1225752.4953264743,431.5415247399251,207445.0679058722,1433629.1047570864,0.026497934163463317,3907,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 830%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.10_fraud0.35_stable0.85_base,0.1,0.35,0.85,0.8976923076923077,0.10230769230769231,0.0,46258417.269999996,1225752.4953264743,431.5415247399251,161749.24661176317,1387933.2834629775,0.026497934163463317,3907,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 830%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.10_fraud0.50_stable0.40_base,0.1,0.5,0.4,0.8976923076923077,0.10230769230769231,0.0,46258417.269999996,1225752.4953264743,1264.8509110893515,700726.4214502613,1927743.767687825,0.026497934163463317,2281,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 443%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.10_fraud0.50_stable0.65_base,0.1,0.5,0.65,0.8976923076923077,0.10230769230769231,0.0,46258417.269999996,1225752.4953264743,1264.8509110893515,299703.529170047,1526720.8754076108,0.026497934163463317,2281,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 443%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.10_fraud0.50_stable0.75_base,0.1,0.5,0.75,0.8976923076923077,0.10230769230769231,0.0,46258417.269999996,1225752.4953264743,1264.8509110893515,207445.0679058722,1434462.414143436,0.026497934163463317,2281,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 443%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.10_fraud0.50_stable0.85_base,0.1,0.5,0.85,0.8976923076923077,0.10230769230769231,0.0,46258417.269999996,1225752.4953264743,1264.8509110893515,161749.24661176317,1388766.592849327,0.026497934163463317,2281,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 443%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.10_fraud0.60_stable0.40_base,0.1,0.6,0.4,0.8976923076923077,0.10230769230769231,0.0,46258417.269999996,1225752.4953264743,2485.1787709180708,700726.4214502613,1928964.0955476537,0.026497934163463317,1333,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 217%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.10_fraud0.60_stable0.65_base,0.1,0.6,0.65,0.8976923076923077,0.10230769230769231,0.0,46258417.269999996,1225752.4953264743,2485.1787709180708,299703.529170047,1527941.2032674395,0.026497934163463317,1333,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 217%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.10_fraud0.60_stable0.75_base,0.1,0.6,0.75,0.8976923076923077,0.10230769230769231,0.0,46258417.269999996,1225752.4953264743,2485.1787709180708,207445.0679058722,1435682.7420032646,0.026497934163463317,1333,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 217%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.10_fraud0.60_stable0.85_base,0.1,0.6,0.85,0.8976923076923077,0.10230769230769231,0.0,46258417.269999996,1225752.4953264743,2485.1787709180708,161749.24661176317,1389986.9207091557,0.026497934163463317,1333,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 217%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.10_fraud0.70_stable0.40_base,0.1,0.7,0.4,0.8976923076923077,0.10230769230769231,0.0,46258417.269999996,1225752.4953264743,5744.082154725523,700726.4214502613,1932222.998931461,0.026497934163463317,578,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 38%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.10_fraud0.70_stable0.65_base,0.1,0.7,0.65,0.8976923076923077,0.10230769230769231,0.0,46258417.269999996,1225752.4953264743,5744.082154725523,299703.529170047,1531200.1066512468,0.026497934163463317,578,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 38%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.10_fraud0.70_stable0.75_base,0.1,0.7,0.75,0.8976923076923077,0.10230769230769231,0.0,46258417.269999996,1225752.4953264743,5744.082154725523,207445.0679058722,1438941.6453870719,0.026497934163463317,578,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 38%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.10_fraud0.70_stable0.85_base,0.1,0.7,0.85,0.8976923076923077,0.10230769230769231,0.0,46258417.269999996,1225752.4953264743,5744.082154725523,161749.24661176317,1393245.824092963,0.026497934163463317,578,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 38%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.10_fraud0.80_stable0.40_base,0.1,0.8,0.4,0.8976923076923077,0.10230769230769231,0.0,46258417.269999996,1225752.4953264743,9693.715441046386,700726.4214502613,1936172.6322177819,0.026497934163463317,289,0.0031944444444444446,Monitor,"['Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.', 'Stablecoin high-risk exposure exceeds 50% of proxy exposure.']"
pd0.10_fraud0.80_stable0.65_base,0.1,0.8,0.65,0.8976923076923077,0.10230769230769231,0.0,46258417.269999996,1225752.4953264743,9693.715441046386,299703.529170047,1535149.7399375676,0.026497934163463317,289,0.0031944444444444446,Monitor,"['Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.10_fraud0.80_stable0.75_base,0.1,0.8,0.75,0.8976923076923077,0.10230769230769231,0.0,46258417.269999996,1225752.4953264743,9693.715441046386,207445.0679058722,1442891.2786733927,0.026497934163463317,289,0.0031944444444444446,Monitor,"['Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
pd0.10_fraud0.80_stable0.85_base,0.1,0.8,0.85,0.8976923076923077,0.10230769230769231,0.0,46258417.269999996,1225752.4953264743,9693.715441046386,161749.24661176317,1397195.4573792838,0.026497934163463317,289,0.0031944444444444446,Monitor,"['Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
default_base,0.06,0.6,0.65,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,801536.4218783925,2485.1787709180708,299703.529170047,1103725.1298193575,0.019544653124873714,2124,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 406%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
default_moderate_stress,0.06,0.6,0.65,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,1102112.5800827898,2982.214525101685,329673.88208705175,1434768.676694943,0.026873898046701362,2124,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 406%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
default_severe_stress,0.06,0.6,0.65,0.49115384615384616,0.4065384615384615,0.10230769230769231,41010521.74,1603072.843756785,3727.768156377106,374629.4114625588,1981430.0233757207,0.03908930624974743,2124,0.0031944444444444446,Monitor,"['Manual review volume exceeds capacity by 406%.', 'Model validation verdict requires monitoring for challenger_gradient_boosting, fraud_supervised_logistic, fraud_anomaly_rules, stablecoin_rule_risk_score.']"
